1.,1.5,1.73509,1.73511,1.76391,1.79319,1.79321,2.,2.1939900000000003,2.19401,2.3273,2.46869,2.4687099999999997,2.58558,2.70799,2.70801,3.,4.,5.,6.,8.,9.88109,9.88111,10.,11.13609,11.136109999999999,11.4055,11.681489999999998,11.68151,15.,20.,30.,40.,50.,60.,67.41639,67.41641,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1250.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.
58441.49999999999,26073.899999999998,19214.1,23593.05,34182.45,51315.299999999996,56959.649999999994,62787.149999999994,49700.24999999999,57675.6,49999.95,43356.6,46087.2,41391.899999999994,37179.45,38777.85,30602.699999999997,15354.63,8871.119999999999,5631.03,2728.935,1598.2334999999998,4067.595,3961.035,2982.015,4077.5849999999996,3984.345,3633.0299999999993,4192.47,2231.1,1054.6109999999999,364.1355,170.6625,95.18804999999999,59.423849999999995,44.1558,196.47,126.32354999999998,71.62829999999998,25.491149999999998,12.65067,5.243085,3.1318649999999995,2.2510799999999995,1.79154,1.3288365,1.0934055,0.9232424999999999,0.8286705,0.7347644999999999,0.6754905,0.668997,0.679653,0.697302,0.7402589999999999,0.7853804999999999,0.8907749999999999,0.974358
