1.,1.5,2.,3.,4.,5.,6.,8.,10.,15.,20.,30.,40.,50.,60.,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1250.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.
1116.3768,332.0856,138.02712,39.306960000000004,16.04988,8.073912,4.6698960000000005,2.0771520000000003,1.1949168,0.5673360000000001,0.4159848,0.3311616,0.303072,0.2871792,0.2759064,0.2589048,0.2454144,0.219912,0.20124720000000001,0.17487624000000002,0.15654408,0.14301672,0.13222440000000002,0.11616528000000001,0.10444896000000001,0.09339792000000001,0.08495256,0.07277424,0.05799024,0.049230720000000006,0.043372560000000004,0.03919608,0.033615120000000005,0.03006696,0.02515128,0.02267496
