1.,1.5,1.55959,1.55961,2.,3.,4.,5.,6.,8.,10.,15.,20.,30.,40.,50.,60.,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1250.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.
3199.5,1085.94,977.6700000000001,10683.900000000001,6110.1,2127.6000000000004,973.35,522.1800000000001,311.31,135.891,70.82100000000001,21.4785,9.2907,3.0456,1.53495,0.99387,0.7500600000000001,0.54486,0.46008000000000004,0.37206000000000006,0.33021000000000006,0.28134000000000003,0.250452,0.228015,0.21065400000000004,0.184707,0.165942,0.14839200000000002,0.135162,0.116748,0.095607,0.083862,0.076572,0.07168500000000001,0.065799,0.062586,0.059265000000000005,0.058536000000000005
