1.,1.04695,1.09609,1.09611,1.5,2.,3.,4.,5.,6.,8.,8.97889,8.978909999999999,10.,15.,20.,30.,40.,50.,60.,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1250.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.
94707.20000000001,83390.72,73848.32,83749.12000000001,39585.280000000006,19299.84,6709.2480000000005,3111.8080000000004,1701.5040000000001,1035.776,470.848,343.07840000000004,2494.464,1934.4640000000002,663.488,302.7584,97.84320000000001,43.563520000000004,23.412480000000002,14.273280000000002,6.836480000000001,4.107264,1.9864320000000002,1.3968640000000003,1.0026240000000002,0.8434048000000002,0.7492352000000001,0.6832,0.591808,0.5287296,0.4713856,0.4303488000000001,0.376768,0.32247040000000005,0.2972928,0.2846592,0.2784768,0.2754304,0.2780288,0.2909312,0.30535680000000004
