1.,1.5,2.,3.,3.92879,3.9288099999999995,4.,4.156090000000001,4.15611,4.30764,4.46469,4.46471,5.,6.,8.,10.,15.,20.,29.20009,29.200110000000002,30.,40.,50.,60.,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1250.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.
59627.67,24093.76,12171.15,4490.532999999999,2276.334,6787.335,6866.282999999999,6190.839,8369.949999999999,7748.599999999999,7099.472,8165.2699999999995,6192.3009999999995,3869.9139999999998,1827.5,1011.704,340.9384,156.8726,56.72559999999999,318.716,301.2451,141.96020000000001,78.21699999999998,47.982839999999996,22.14199,12.25156,4.452521,2.38306,1.1981089999999999,0.8450359999999999,0.6852393999999999,0.5930602999999999,0.4869922,0.42398,0.3724445,0.33903779999999994,0.30058719999999994,0.2694466,0.2603091,0.25935879999999994,0.26191729999999996,0.2722244,0.2847245,0.3154265,0.3407922
