1.,1.5,1.80919,1.80921,1.84014,1.87159,1.87161,2.,2.28099,2.28101,2.4234999999999998,2.5748900000000003,2.57491,2.69447,2.81959,2.81961,3.,4.,5.,6.,8.,10.,10.20679,10.20681,10.8548,11.54399,11.54401,11.8186,12.09979,12.099810000000002,15.,20.,30.,40.,50.,60.,69.52499,69.52501,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1250.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.
70897.75,31627.75,21329.,25544.75,36786.75,55844.25,61022.5,75498.5,54439.,63120.75,54535.25,47066.25,50030.75,45025.75,40502.,42234.5,36613.5,18410.7,10652.949999999999,6764.45,3282.125,1865.5175,1771.1925,4492.95,3817.275,3251.3250000000003,4450.599999999999,4365.900000000001,3975.125,4585.349999999999,2673.8250000000003,1265.3025,437.5525,205.3975,114.51825,71.47525,49.126,216.1775,150.3425,85.4315,30.43425,15.0997,6.233149999999999,3.705625,2.65265,2.104025,1.552705,1.273965,1.0735725,0.9625,0.8533525000000001,0.7844375,0.777315,0.7898274999999999,0.810425,0.8608600000000001,0.9137974999999999,1.03642,1.1344025
