1.,1.5,2.,3.,3.20289,3.2029099999999997,4.,5.,6.,8.,10.,15.,20.,30.,40.,50.,60.,80.,100.,150.,200.,300.,400.,500.,600.,800.,1000.,1250.,1500.,2000.,3000.,4000.,5000.,6000.,8000.,10000.,15000.,20000.
4.41735,1.458975,0.6466774999999999,0.1990625,0.16415,0.1819125,0.09540299999999999,0.04933075,0.028677249999999998,0.012153224999999998,0.006272,0.00197715,0.0009529275,0.000433405,0.0003044125,0.00025479999999999996,0.0002296875,0.00020359499999999996,0.00018877249999999998,0.00016611,0.0001510425,0.0001307075,0.00011697525,0.000106722,0.00009867375,0.0000866565,0.0000778855,0.00006966574999999999,0.00006339374999999999,0.00005447575,0.00004386725,0.00003771775,0.000033699749999999995,0.0000308945,0.00002725625,0.00002505125,0.0000221725,0.000020886249999999997
